datetime,temperature,humidity
2024-05-02 09:22:48.676006200,24.5,95
2024-05-02 09:16:00.234258421,24.5,95
2024-05-02 09:09:11.800379564,24.5,95
2024-05-02 09:02:23.378103809,24.5,95
2024-05-02 08:55:34.979263248,24.5,95
2024-05-02 08:48:46.556717443,24.5,95
2024-05-02 08:41:58.155821406,24.5,95
2024-05-02 08:35:09.720744244,24.5,95
2024-05-02 08:28:21.304373447,24.6,95
2024-05-02 08:21:32.880657287,24.6,95
2024-05-02 08:14:44.445415550,24.6,95
2024-05-02 08:07:56.000204829,24.6,95
2024-05-02 08:01:07.579965502,24.6,95
2024-05-02 07:54:19.150253431,24.6,95
2024-05-02 07:47:30.720578170,24.6,95
2024-05-02 07:40:42.264697782,24.6,95
2024-05-02 07:33:53.844337479,24.6,95
2024-05-02 07:27:05.406221907,24.6,95
2024-05-02 07:20:16.994751252,24.6,95
2024-05-02 07:13:28.578015265,24.6,95
2024-05-02 07:06:40.170596512,24.6,95
2024-05-02 06:59:51.744524852,24.6,95
2024-05-02 06:53:03.322825487,24.6,95
2024-05-02 06:46:14.917464062,24.6,95
2024-05-02 06:39:26.513376165,24.6,95
2024-05-02 06:32:38.103293734,24.6,95
2024-05-02 06:25:49.694322739,24.6,95
2024-05-02 06:19:01.277120655,24.6,95
2024-05-02 06:12:12.864759485,24.6,95
2024-05-02 06:05:24.456825025,24.6,95
2024-05-02 05:58:36.044512903,24.6,95
2024-05-02 05:51:47.645248746,24.6,95
2024-05-02 05:44:59.264637589,24.6,95
2024-05-02 05:38:10.864622539,24.6,95
2024-05-02 05:31:22.463098839,24.6,95
2024-05-02 05:24:34.055959940,24.6,95
2024-05-02 05:17:45.652410073,24.6,95
2024-05-02 05:10:57.240429825,24.6,95
2024-05-02 05:04:08.813086255,24.6,95
2024-05-02 04:57:20.386853198,24.6,95
2024-05-02 04:50:31.989953538,24.6,95
2024-05-02 04:43:43.585680816,24.6,95
2024-05-02 04:36:55.174411577,24.7,95
2024-05-02 04:30:06.765591017,24.7,95
2024-05-02 04:23:18.351603191,24.7,95
2024-05-02 04:09:41.520861726,24.7,95
2024-05-02 04:02:53.098574768,24.7,95
2024-05-02 03:56:04.668126127,24.7,95
2024-05-02 03:49:16.253829743,24.7,95
2024-05-02 03:42:27.837704076,24.6,95
2024-05-02 03:35:39.428706204,24.6,95
2024-05-02 03:28:51.037954001,24.6,95
2024-05-02 03:22:02.622702422,24.6,95
2024-05-02 03:15:14.214995080,24.6,95
2024-05-02 03:08:25.831685441,24.6,95
2024-05-02 03:01:37.413654603,24.6,95
2024-05-02 02:54:49.024535178,24.6,95
2024-05-02 02:48:00.631051700,24.6,95
2024-05-02 02:41:12.203960541,24.6,95
2024-05-02 02:34:23.784681911,24.6,95
2024-05-02 02:27:35.366570459,24.6,95
2024-05-02 02:20:46.983868385,24.6,95
2024-05-02 02:13:58.564699690,24.6,95
2024-05-02 02:07:10.162787909,24.6,95
2024-05-02 02:00:21.790528664,24.6,95
2024-05-02 01:53:33.471156875,24.6,95
2024-05-02 01:46:45.016477728,24.6,95
2024-05-02 01:39:56.628390783,24.6,95
2024-05-02 01:33:08.223057095,24.6,95
2024-05-02 01:26:19.839180972,24.6,95
2024-05-02 01:19:31.462448211,24.6,95
2024-05-02 01:12:43.083205739,24.6,95
2024-05-02 01:05:54.689508962,24.6,95
2024-05-02 00:59:06.303277789,24.6,95
2024-05-02 00:52:17.930010553,24.7,95
2024-05-02 00:45:29.546802381,24.7,95
2024-05-02 00:38:41.165629724,24.7,95
2024-05-02 00:31:52.778534374,24.7,95
2024-05-02 00:25:04.366829989,24.7,95
2024-05-02 00:18:15.999014115,24.7,95
2024-05-02 00:11:27.638012552,24.7,95
2024-05-02 00:04:39.232447182,24.7,95
2024-05-01 23:57:50.868458036,24.7,95
2024-05-01 23:51:02.499496063,24.7,95
2024-05-01 23:44:14.137261484,24.7,95
2024-05-01 23:37:25.759335761,24.7,95
2024-05-01 23:30:37.388090252,24.7,95
2024-05-01 23:23:49.013662107,24.7,95
2024-05-01 23:17:00.626848157,24.7,95
2024-05-01 23:10:12.256417304,24.7,95
2024-05-01 23:03:23.896376536,24.7,95
2024-05-01 22:56:35.509535259,24.7,95
2024-05-01 22:49:47.125279657,24.7,95
2024-05-01 22:42:58.744320592,24.7,95
2024-05-01 22:36:10.350730453,24.7,95
2024-05-01 22:29:21.957014748,24.7,95
2024-05-01 22:22:33.562766234,24.7,95
2024-05-01 22:15:45.172821518,24.7,95
2024-05-01 22:08:56.771615489,24.7,95
2024-05-01 22:02:08.366671627,24.7,95
2024-05-01 21:55:19.967975458,24.8,95
2024-05-01 21:48:31.538849709,24.8,95
2024-05-01 21:41:43.136538051,24.8,95
2024-05-01 21:34:54.735459953,24.7,95
2024-05-01 21:28:06.345818324,24.7,95
2024-05-01 21:21:17.964594006,24.7,95
2024-05-01 21:14:29.575094660,24.7,95
2024-05-01 21:07:41.201783186,24.7,95
2024-05-01 21:00:52.818486038,24.7,95
2024-05-01 20:54:04.420745649,24.8,95
2024-05-01 20:47:16.013178409,24.8,95
2024-05-01 20:40:27.648246345,24.8,95
2024-05-01 20:33:39.252467776,24.8,95
2024-05-01 20:26:50.855646753,24.8,95
2024-05-01 20:20:02.478805770,24.8,95
2024-05-01 20:13:14.070657403,24.8,95
2024-05-01 20:06:25.684674220,24.8,95
2024-05-01 19:59:37.291925590,24.8,95
2024-05-01 19:52:48.899579296,24.8,95
2024-05-01 19:46:00.516923866,24.8,95
2024-05-01 19:39:12.139667319,24.8,95
2024-05-01 19:32:23.757437071,24.8,95
2024-05-01 19:25:35.357602175,24.8,95
2024-05-01 19:18:46.978333019,24.8,95
2024-05-01 19:11:58.607109284,24.8,95
2024-05-01 19:05:10.218954020,24.8,95
2024-05-01 18:58:21.847142287,24.8,95
2024-05-01 18:51:33.471941273,24.8,95
2024-05-01 18:44:45.096160704,24.8,95
2024-05-01 18:37:56.705615306,24.8,95
2024-05-01 18:31:08.298640552,24.8,95
2024-05-01 18:24:19.899358594,24.8,95
2024-05-01 18:17:31.508039607,24.8,95
2024-05-01 18:10:43.112148322,24.8,95
2024-05-01 18:03:54.732729074,24.8,95
2024-05-01 17:57:06.353070520,24.8,95
2024-05-01 17:50:17.966136124,24.8,95
2024-05-01 17:43:29.604453595,24.8,95
2024-05-01 17:36:41.231540634,24.8,95
2024-05-01 17:29:52.873988136,24.8,95
2024-05-01 17:23:04.490993140,24.8,95
2024-05-01 17:16:16.123296920,24.8,95
2024-05-01 17:09:27.759986654,24.8,95
2024-05-01 17:02:39.368198018,24.7,95
2024-05-01 16:55:50.971031825,24.7,95
2024-05-01 16:49:02.569994255,24.7,95
2024-05-01 16:42:14.350301142,24.7,95
2024-05-01 16:35:25.757077886,24.7,95
2024-05-01 16:28:37.578426814,24.7,95
2024-05-01 16:21:48.916056423,24.7,95
2024-05-01 16:15:00.950081940,24.7,95
2024-05-01 16:08:12.225315208,24.7,95
2024-05-01 16:01:23.657607188,24.7,95
2024-05-01 15:54:35.234862568,24.7,95
2024-05-01 15:47:46.804523855,24.7,95
2024-05-01 15:40:58.395290746,24.7,95
2024-05-01 15:34:10.003060686,24.7,95
2024-05-01 15:27:21.579158475,24.6,95
2024-05-01 15:20:33.181993853,24.6,95
2024-05-01 15:13:44.787045936,24.6,95
2024-05-01 15:06:56.369001860,24.6,95
2024-05-01 15:00:07.960623251,24.6,95
2024-05-01 14:53:19.541193652,24.6,95
2024-05-01 14:46:31.129388112,24.6,95
2024-05-01 14:39:42.717734848,24.6,95
2024-05-01 14:32:54.299619306,24.5,95
2024-05-01 14:26:05.881298361,24.5,95
2024-05-01 14:19:17.436786877,24.5,95
2024-05-01 14:12:29.015732300,24.5,95
2024-05-01 14:05:40.590005002,24.5,95
2024-05-01 13:58:52.172452468,24.5,95
2024-05-01 13:52:03.745538128,24.5,95
2024-05-01 13:45:15.327206516,24.4,95
2024-05-01 13:38:26.920660084,24.4,95
2024-05-01 13:31:38.504339448,24.4,95
2024-05-01 13:24:50.109598776,24.4,95
2024-05-01 13:18:01.672895181,24.4,95
2024-05-01 13:11:13.238768824,24.4,95
2024-05-01 13:04:24.818902692,24.4,95
2024-05-01 12:57:36.416480304,24.4,95
2024-05-01 12:50:47.990440328,24.4,95
2024-05-01 12:43:59.567123831,24.4,95
2024-05-01 12:37:11.154745347,24.4,95
2024-05-01 12:30:22.741618406,24.4,95
2024-05-01 12:23:34.286847178,24.4,95
2024-05-01 12:16:45.876672149,24.3,95
2024-05-01 12:09:57.442457983,24.3,95
2024-05-01 12:03:09.007788733,24.3,95
2024-05-01 11:56:20.567417001,24.3,95
2024-05-01 11:49:32.138356448,24.3,95
2024-05-01 11:42:43.705606887,24.3,95
2024-05-01 11:35:55.274485505,24.2,95
2024-05-01 11:29:06.813071671,24.2,95
2024-05-01 11:22:18.344652158,24.2,95
2024-05-01 11:15:29.903246573,24.2,95
2024-05-01 11:08:41.449277722,24.2,95
2024-05-01 11:01:52.995209285,24.2,95
2024-05-01 10:55:04.546280125,24.2,95
2024-05-01 10:48:16.104977429,24.2,95
2024-05-01 10:41:27.671936630,24.2,95
2024-05-01 10:34:39.248237748,24.2,95
2024-05-01 10:27:50.817666378,24.2,95
2024-05-01 10:21:02.379824854,24.2,95
2024-05-01 10:14:13.918765601,24.2,95
2024-05-01 10:07:25.470747287,24.2,95
2024-05-01 10:00:37.028199921,24.2,95
2024-05-01 09:53:48.567815452,24.2,95
2024-05-01 09:47:00.111194845,24.2,95
2024-05-01 09:40:11.656715847,24.2,95
2024-05-01 09:33:23.211737767,24.2,95
2024-05-01 09:26:34.769963486,24.2,95
2024-05-01 09:19:46.337178976,24.2,95
2024-05-01 09:12:57.882647327,24.2,95
2024-05-01 09:06:09.407962191,24.2,95
2024-05-01 08:59:20.973551900,24.2,95
2024-05-01 08:52:32.533249830,24.2,95
2024-05-01 08:45:44.099124759,24.2,95
2024-05-01 08:38:55.639914801,24.2,95
2024-05-01 08:32:07.181547510,24.2,95
2024-05-01 08:25:18.743588539,24.2,95
2024-05-01 08:18:30.281650832,24.2,95
2024-05-01 08:11:41.839265104,24.2,95
2024-05-01 08:04:53.397882964,24.2,95
2024-05-01 07:58:04.945603672,24.3,95
2024-05-01 07:51:16.512519451,24.3,95
2024-05-01 07:44:28.058634235,24.3,95
2024-05-01 07:37:39.618648877,24.3,95
2024-05-01 07:30:51.148540082,24.3,95
2024-05-01 07:24:02.711009194,24.3,95
2024-05-01 07:17:14.263464398,24.3,95
2024-05-01 07:10:25.810616983,24.3,95
2024-05-01 07:03:37.383821828,24.3,95
2024-05-01 06:56:48.939861587,24.3,95
2024-05-01 06:50:00.506948960,24.3,95
2024-05-01 06:43:12.069737570,24.3,95
2024-05-01 06:36:23.630355139,24.3,94
2024-05-01 06:29:35.178421360,24.3,94
2024-05-01 06:22:46.745340640,24.3,94
2024-05-01 06:15:58.308947779,24.3,94
2024-05-01 06:09:09.876181722,24.3,94
2024-05-01 06:02:21.443407767,24.3,94
2024-05-01 05:55:33.017897151,24.3,94
2024-05-01 05:48:44.579649328,24.3,94
2024-05-01 05:41:56.120033566,24.3,94
2024-05-01 05:35:07.670100469,24.3,94
2024-05-01 05:28:19.226958125,24.2,94
2024-05-01 05:21:30.777767571,24.3,94
2024-05-01 05:14:42.360542873,24.2,93
2024-05-01 05:07:53.923488731,24.2,93
2024-05-01 05:01:05.499171121,24.2,93
2024-05-01 04:54:17.072280444,24.3,93
2024-05-01 04:47:28.644679451,24.3,93
2024-05-01 04:40:40.300955312,24.3,93
2024-05-01 04:33:51.766533735,24.3,93
2024-05-01 04:27:03.345998809,24.3,93
2024-05-01 04:20:14.907649409,24.3,93
2024-05-01 04:13:26.441231770,24.3,93
2024-05-01 04:06:38.005533354,24.2,93
2024-05-01 03:59:49.580623151,24.2,93
2024-05-01 03:53:01.128379467,24.2,93
2024-05-01 03:46:12.712493548,24.2,93
2024-05-01 03:39:24.308596301,24.2,93
2024-05-01 03:32:35.871178136,24.2,93
2024-05-01 03:25:47.439909263,24.2,93
2024-05-01 03:18:58.997611630,24.2,93
2024-05-01 03:12:10.568888278,24.2,93
2024-05-01 03:05:22.141341923,24.2,93
2024-05-01 02:58:33.725802193,24.2,93
2024-05-01 02:51:45.304177674,24.2,93
2024-05-01 02:44:56.892540625,24.2,93
2024-05-01 02:38:08.476770883,24.2,93
2024-05-01 02:31:20.042189287,24.2,93
2024-05-01 02:24:31.631527438,24.2,93
2024-05-01 02:17:43.176860979,24.2,93
2024-05-01 02:10:54.750786649,24.2,93
2024-05-01 02:04:06.396061918,24.2,93
2024-05-01 01:57:17.882575896,24.2,93
2024-05-01 01:50:29.455503994,24.2,93
2024-05-01 01:43:40.999022601,24.2,94
2024-05-01 01:36:52.560012608,24.2,94
2024-05-01 01:30:04.147111112,24.2,94
2024-05-01 01:23:15.714650906,24.2,94
2024-05-01 01:16:27.305779592,24.3,94
2024-05-01 01:09:38.889674596,24.3,94
2024-05-01 01:02:50.481771276,24.3,94
2024-05-01 00:56:02.085179611,24.3,95
2024-05-01 00:49:13.674148993,24.3,95
2024-05-01 00:42:25.237824275,24.3,95
2024-05-01 00:35:36.813965543,24.4,95
2024-05-01 00:28:48.381629030,24.4,95
2024-05-01 00:21:59.965248931,24.4,95
2024-05-01 00:15:11.560638733,24.4,95
2024-05-01 00:08:23.138490150,24.4,95
2024-05-01 00:01:34.736052833,24.4,95
